sgRNA	Gene	Day0	Day23
s_12474	CLUAP1	1198.3051216	1051.3454185
s_35490	MXI1	735.07646298	725.797231894
s_44481	PRSS12	387.111273404	540.428434422
s_23082	GLT8D	1315.74337309	1460.81679202
s_3955	ASIC2	355.576928098	361.515266712
s_10468	CD58	1474.50249083	843.84303327
s_5075	BCAM	2310.70633703	1478.33921566
s_402	ABTB1	275.109978009	280.358778267
s_23543	GPC1	1536.48379022	1649.87452079
s_5275	BDKRB	411.033880187	203.813453937
s_41335	PEX12	104.389556873	22.1335877579
s_48112	RPL11	1055.85687212	221.335877579
s_63665	ZNF311	1675.66986605	1913.63310823
s_21892	FZR1	811.1938482	1016.30057122
s_36826	NFATC2	1509.29900979	1690.45276501
s_44787	PSMD2	593.715604715	850.298663032
s_58533	TPI1	303.382149662	15.6779579952
s_2280	AMT	811.1938482	771.908873057
s_25309	HINFP	1038.45861264	338.459446131
s_15351	DD	1283.12163656	1477.41698284
s_41483	PGD	345.790407141	114.356870082
s_24786	HBB	872.087756376	766.375476117
s_9460	CCDC10	1796.37029119	1566.87356669
s_56072	TEKT4	900.359928029	791.275762345
s_17383	ED	1258.11163856	1412.86068521
s_23090	GLTPD1	353.402145663	377.193224707
s_8218	C6orf99	469.753005928	364.281965182
s_62079	WNT3	662.221251412	532.128339013
s_46578	RC3H	1414.69597387	1244.09207856
s_96	AATF	454.529528884	122.656965492
s_22489	GCOM	2265.0359059	2156.18034075
s_58022	TNFAIP1	1926.85723728	1958.82251657
s_58313	TOM1L2	1218.96555473	1265.30343349
s_51831	SLC38A6	1129.79947491	1273.6035289
s_40763	PCNXL3	2245.46286398	2985.26764885
s_8947	CAMP	575.229954018	639.107346509
s_37599	NPAS1	635.036470977	597.606869463
s_13838	CSDE	4654.03441058	4464.52909733
s_11706	CHMP2B	1626.73726127	1882.27719224
s_651	ACOT13	2139.98591589	2497.40648535
s_44796	PSMD4	711.153856197	343.992843071
s_59041	TRIML1	173.982594788	106.979007496
s_12632	CNKSR1	1948.60506163	2371.06058856
s_20673	FCER1A	1048.2451336	1299.42604795
s_59630	TTC40	1957.30419137	1721.808681
s_28017	ITGA6	197.905201572	112.512404436
s_36934	NFXL	432.781704536	402.093510935
s_8574	CA2	1146.11034317	984.022422403
s_63331	ZNF14	650.259948021	945.288643827
s_31667	LRRC28	1049.33252482	1272.68129608
s_61850	WDR81	923.195143595	961.888834645
s_39255	OR51E1	1186.34381821	1248.70324267
s_62012	WIPI2	3394.8353808	3655.73091135
s_54167	ST8SIA2	686.143858196	629.885018277
s_28455	KAZN	1059.11904577	700.896945667
s_22163	GALNT8	450.179964014	593.91793817
s_3037	APOC3	905.796884116	830.009540921
s_59177	TRPC4AP	3134.94887984	3241.64837371
s_57015	TMED10	172.895203571	39.6560113996
s_30568	LATS	2606.47674817	2651.41936683
s_20228	FAM92A1	1618.03813153	2127.59112323
s_20705	FCHO2	1963.82853867	2642.1970386
s_59892	TWF2	507.811698538	409.471373521
s_45838	RABIF	873.175147593	632.651716746
s_18714	ERVFRD-	740.513419067	625.273854161
s_57650	TMEM43	1453.8420577	1417.47184933
s_28417	KAT2B	1027.58470047	1602.8406468
s_36635	NEDD9	344.703015924	578.239980175
s_63716	ZNF33	1550.61987605	1874.89932966
s_52856	SNTB	417.558227492	542.272900068
s_18455	EPHB3	772.047764373	1100.22375813
s_36855	NFE2L3	247.925197573	367.970896475
s_37925	NRG2	1012.36122342	787.586831052
s_55210	TADA2	2536.88371026	1166.62452141
s_41503	PGLYRP1	931.894273334	1297.58158231
s_13683	CRMP1	819.892977939	699.974712843
s_31898	LRRTM	2233.50156059	2217.04770708
s_4193	ATG7	755.736896111	747.930819652
s_63663	ZNF311	443.65561671	365.204198005
s_64841	ZNRD	178.332159658	32.2781488136
s_10241	CD180	1004.7494849	1297.58158231
s_32632	MAP3K12	625.24995002	813.409350103
s_58589	TPRG1L	303.382149662	391.026717056
s_27677	IP6K2	196.817810354	284.04770956
s_18775	ESRR	2061.69374824	1997.55629515
s_34207	MMP16	2096.4902672	2284.37070318
s_56691	TIMMDC1	1364.67597787	563.484255003
s_23317	GNL1	283.809107748	358.748568243
s_61946	WFDC3	450.179964014	339.381678954
s_19268	FAM107	394.723011926	245.313930983
s_7125	C1orf116	1202.65468647	1501.39503624
s_29755	KLHL2	944.942967943	814.331582926
s_59279	TSC22D1	649.172556803	883.499044669
s_49572	SDS	791.620806286	645.562976272
s_45923	RAD54	814.456021852	464.805342916
s_28469	KBTBD1	1079.7794789	1233.02528468
s_61725	WDR	42.4082574796	45.189408339
s_3063	APOL	562.181259409	513.683682548
s_64915	ZSCAN20	1320.09293796	1171.23568552
s_42087	PITPNM	91.3408622638	108.823473143
s_51595	SLC2A3	452.354746449	472.183205502
s_35996	NAF1	356.664319316	523.828243603
s_13121	COQ10B	1131.97425734	1003.38931169
s_26642	IFI2	1719.16551475	1718.11974971
s_61802	WDR65	317.518235488	142.946087603
s_59120	TRMT5	643.735600716	868.743319497
s_10347	CD2AP	269.673021922	267.447518741
s_33666	MEX3A	1383.16162857	1126.96851001
s_5711	BRD	466.490832276	442.671755158
s_59708	TTLL3	500.199960016	508.150285608
s_1376	ADSS	831.854281331	687.985686141
s_45314	PUS1	255.536936095	253.614026393
s_52455	SMAD	548.045173583	557.02862524
s_3600	ARMC10	4498.53746649	5123.92556595
s_52500	SMARCA	2410.74632903	2442.07251595
s_33643	METTL4	312.081279401	602.218033579
s_47302	RIMBP2	169.633029918	252.691793569
s_19240	FAM102A	1156.98425534	1215.50286104
s_20874	FGD5	1534.30900779	1945.91125705
s_3809	ASAH2	2105.18939694	1869.36593272
s_5045	BBS10	555.656912105	485.094465027
s_25715	HNRNPA0	235.963894181	229.635972988
s_9956	CCL21	843.815584723	643.718510625
s_4161	ATG2A	367.53823149	312.63692708
s_22971	GLI1	3239.33843671	2419.9389282
s_10688	CDCA5	681.794293326	308.025762964
s_45136	PTPN2	1055.85687212	936.066315594
s_13195	COX10	608.939081759	411.315839168
s_46769	RELL	441.480834275	716.574903662
s_12214	CLEC10A	1668.05812753	1375.97137228
s_39604	ORMDL	806.84428333	848.454197386
s_27747	IQCC	403.422141665	216.724713463
s_33819	MGAT	602.414734454	468.494274209
s_48254	RPRD1B	836.203846201	190.902194412
s_41339	PEX13	319.693017923	260.991888978
s_7827	C3orf30	65.2434730456	94.067747971
s_60958	USP5	1964.91592989	1524.45085682
s_32358	MAF	657.871686543	723.952766248
s_40892	PDE10A	1590.85335109	1868.4436999
s_658	ACOT4	611.113864193	591.1512397
s_4150	ATG1	5184.68132469	5090.72518432
s_54883	SYCE1L	165.283465049	144.79055325
s_42079	PITPNC1	1843.12811354	1642.4966582
s_18420	EPHA3	1513.64857466	1360.29341429
s_40861	PDCD2L	165.283465049	139.25715631
s_17123	DUXA	1569.10552675	1703.36402453
s_23538	GPBP1L	207.691722528	306.181297318
s_9265	CAST	582.84169254	672.307728146
s_52543	SMC1A	188.118680615	53.4895037482
s_43114	POLR3	635.036470977	476.794369618
s_3509	ARID5B	468.665614711	411.315839168
s_23051	GLRX2	1498.42509761	1990.17843256
s_14745	CYP2S1	464.316049841	360.593033889
s_4925	BAIAP2	5938.24343836	6225.07155691
s_5783	BRMS1L	620.90038515	984.022422403
s_33095	MCAM	484.976482972	400.249045289
s_209	ABCC4	656.784295325	1103.91268942
s_61815	WDR69	739.42602785	953.588739236
s_5727	BRD7	2555.36936095	3379.9832972
s_1941	ALDH2	668.745598717	804.18702187
s_64035	ZNF50	166.370856266	120.812499845
s_8595	CA6	4327.81704536	4259.79341057
s_901	ACVR1C	1051.50730725	1258.84780373
s_54755	SUPT3	4681.21919102	4349.24999443
s_56133	TESPA	841.640802288	1084.54580014
s_31387	LPCAT	1968.17810354	2494.63978688
s_33375	MED20	1370.11293396	508.150285608
s_37550	NOTO	848.165149592	521.061545134
s_25802	HOOK3	775.309938025	575.473281705
s_33931	MIER1	3774.33491569	3218.59255313
s_19907	FAM222	1357.06423935	1185.99141069
s_55301	TAF9	2093.22809355	288.658873676
s_8658	CABYR	777.48472046	615.129293105
s_535	ACADVL	356.664319316	468.494274209
s_26685	IFITM	875.349930028	806.031487517
s_15284	DCUN1D4	307.731714532	252.691793569
s_37306	NME2	269.673021922	313.559159903
s_33335	MED10	1579.97943892	2020.61211573
s_48285	RPS19BP1	1110.22643299	810.642651633
s_22700	GGH	641.560818281	491.55009479
s_19674	FAM186A	1339.66597987	1272.68129608
s_22874	GJB	651.347339238	343.992843071
s_53761	SPTBN4	672.007772369	1033.82299486
s_63013	ZFP36L	957.991662552	1324.32633418
s_57384	TMEM184C	1671.32030118	978.489025464
s_23802	GPR1	656.784295325	518.294846664
s_19221	FAIM	1043.89556873	1291.12595254
s_20632	FBXW12	2780.45934296	3436.23949941
s_3116	AQP1	1931.20680215	1915.47757388
s_53537	SPINK1	191.380854267	176.14646924
s_59048	TRIML2	651.347339238	761.764312001
s_50173	SF3A2	544.78299993	146.635018896
s_15823	DHCR	507.811698538	457.42748033
s_47157	RHBDD3	123.962598787	144.79055325
s_52315	SLC9B1	1180.90686212	1335.39312806
s_60215	UBE2R2	442.568225492	443.593987981
s_46451	RBM38	480.626918102	371.659827768
s_23529	GPBP1	171.807812353	203.813453937
s_19120	F5	944.942967943	895.488071371
s_31344	LOXHD1	1572.3677004	1713.50858559
s_61547	VWC2L	490.413439059	415.927003284
s_38284	NUDT3	990.613399075	1413.78291804
s_50036	SERPINE2	2573.85501165	2900.42222911
s_43900	PRDM12	621.987776368	466.649808562
s_42804	PNKD	2694.55543678	2784.22089338
s_29572	KL	305.556932097	325.548186606
s_55243	TAF1B	1010.18644099	928.688453008
s_61501	VTI1A	526.297349234	338.459446131
s_50133	SETD9	2362.90111547	2421.78339384
s_18196	EN2	1501.68727127	1399.94942569
s_38979	OR1G1	558.919085757	592.995705347
s_51165	SLC19A2	1166.7707763	1227.49188774
s_6206	C11orf54	242.488241486	192.746660058
s_50996	SLC12A5	357.751710533	210.2690837
s_29908	KLLN	708.979073762	801.4203234
s_15434	DDX43	392.548229491	788.509063875
s_32828	MARCH	75.0299940024	67.3229960969
s_49329	SCN2	1426.65727726	2029.83444396
s_58904	TRIM36	819.892977939	1025.52289945
s_58522	TPGS2	263.148674617	170.6130723
s_54725	SUMO2	407.771706535	253.614026393
s_36337	NCR2	1143.93556073	1185.06917787
s_59240	TRPV	757.911678546	686.141220495
s_30494	LANCL3	1563.66857066	1471.8835859
s_5902	BTBD	629.59951489	446.360686451
s_6919	C19orf44	1270.07294195	954.510972059
s_64353	ZNF63	430.606922101	287.736640853
s_32085	LVRN	482.801700537	473.105438325
s_26332	HSPD	391.460838273	309.870228611
s_30537	LARP	1933.38158458	1363.06011276
s_60985	USP	748.125157589	521.983777957
s_63784	ZNF38	1067.81817551	1501.39503624
s_15833	DHDH	534.996478974	593.91793817
s_46169	RASAL2	1478.8520557	1845.38787931
s_48889	SAA	753.562113676	624.351621337
s_58855	TRIM23	2785.89629905	2644.96373707
s_50483	SH3GLB1	322.955191576	479.561068088
s_16130	DLGAP1	7442.10549206	7444.26334924
s_21211	FLOT2	802.49471846	539.506201599
s_60321	UBR1	963.428618639	731.330628834
s_23897	GPR97	1701.76725527	1745.7867344
s_23794	GPR1	813.368630635	588.384541231
s_14854	CYTH4	4323.46748049	4598.2528567
s_20913	FGF18	334.916494967	331.081583545
s_23172	GMN	761.173852198	900.099235488
s_44117	PRKCE	1512.56118344	1686.76383372
s_22460	GCKR	795.970371156	946.21087665
s_39580	ORC	1819.20550675	1111.29055201
s_42637	PLRG1	2790.24586392	1316.02623877
s_60628	UNC13D	381.674317317	445.438453628
s_17762	EIF2B4	1482.11422935	705.508109783
s_20749	FCRLA	1225.48990204	1175.84684964
s_7946	C4orf29	1589.76595988	1483.8726126
s_21649	FRS	793.795588721	857.676525618
s_45213	PTPRK	1429.91945092	1909.02194412
s_59028	TRIM71	1002.57470247	993.244750635
s_46708	RECQL	3655.80927299	3287.76001487
s_667	ACOT7	2113.88852668	1830.63215414
s_764	ACSM2	483.889091755	498.005724553
s_10014	CCNB1	750.299940024	338.459446131
s_6649	C16orf71	437.131269405	496.161258906
s_8645	CABP5	525.209958017	721.186067778
s_4619	ATXN7L1	890.573407072	883.499044669
s_61821	WDR70	1713.72855866	2099.00190571
s_32435	MAGI3	170.720421136	258.225190509
s_48696	RUNX1T	1243.97555274	1665.55247878
s_61219	VENTX	539.346043843	534.895037482
s_35472	MX	446.917790362	545.039598538
s_64011	ZNF493	666.570816282	948.055342296
s_15006	DAZAP2	58.719125741	85.7676525618
s_43346	PPEF1	380.586926099	343.070610247
s_12157	CLDN16	929.719490899	1223.80295645
s_19991	FAM48A	1379.89945491	1849.99904343
s_54304	STATH	333.82910375	588.384541231
s_42822	PNMA1	670.920381152	614.207060282
s_31186	LIX1	653.522121673	534.895037482
s_6803	C17orf7	762.261243416	874.276716437
s_37437	NOL10	2195.44286798	2684.61974847
s_40286	PARN	560.006476974	415.004770461
s_1850	AKR1C	1141.7607783	1342.77099065
s_13157	CORO1	577.404736453	521.983777957
s_13260	COX8A	892.748189507	498.927957376
s_20404	FBLN7	627.424732455	425.149331516
s_61979	WHSC	578.492127671	500.772423022
s_59737	TTPA	1245.06294395	1387.03816616
s_25868	HOXB	573.055171584	872.43225079
s_4217	AT	1156.98425534	1516.15076142
s_15173	DCLK2	2544.49544878	2916.1001871
s_5445	BIRC	710.066464979	726.719464718
s_48277	RPS15	770.960373155	662.16316709
s_12881	COL16A1	1093.91556473	830.931773744
s_43530	PPP1R12C	683.969075761	684.296754848
s_30690	LCORL	2146.5102632	2356.30486339
s_18333	ENTPD	1523.43509561	1612.06297503
s_7353	C1orf6	1707.20421136	1821.40982591
s_33172	MCM5	1123.2751276	469.416507032
s_41828	PID1	859.039061767	1031.05629639
s_27981	ITFG	1026.49730925	1184.14694505
s_25030	HEG1	1893.14810954	2079.63501642
s_51565	SLC29A	418.645618709	264.680820271
s_856	ACTR1B	864.476017854	612.362594635
s_39070	OR2H2	519.77300193	620.662690044
s_15636	DENND1B	951.467315248	959.122136175
s_6005	BUB3	2982.7141094	2118.368795
s_22684	GGCT	1180.90686212	957.277670529
s_24688	HAO1	401.24735923	519.217079487
s_53145	SOX18	322.955191576	540.428434422
s_24028	GRASP	452.354746449	349.52624001
s_39897	P2RX4	606.764299324	561.639789357
s_56879	TM4SF19	1086.30382621	1104.83492225
s_37290	NMBR	872.087756376	1045.81202156
s_41251	PEF1	14.1360858265	1.84446564649
s_61081	VAMP	651.347339238	771.908873057
s_52401	SLIRP	471.927788363	254.536259216
s_33331	MED1	1349.45250083	1562.26240258
s_32152	LYG	611.113864193	411.315839168
s_15641	DENND2	2088.87852868	2156.18034075
s_5425	BID	1481.02683813	2134.96898581
s_27800	IQGAP3	1523.43509561	924.077288892
s_21	A4GNT	966.690792292	936.066315594
s_46679	RDH16	1084.12904377	1127.89074283
s_19797	FAM205A	181.59433331	157.701812775
s_20554	FBXO36	230.526938094	308.947995787
s_24074	GRIA1	11954.7790444	11595.2332867
s_37260	NLRP	1253.76207369	1561.34016975
s_60600	UMO	1703.94203771	1608.37404374
s_9707	CCDC38	1324.44250282	1679.38597113
s_15052	DBP	804.669500895	857.676525618
s_36241	NCEH1	1649.57247684	1818.64312744
s_51010	SLC12A	1008.01165855	1502.31726907
s_62072	WNT2	1131.97425734	1401.79389133
s_32912	MASP2	595.890387149	425.149331516
s_45598	RAB14	1170.03294995	1435.91650579
s_22953	GLCE	391.460838273	529.361640543
s_8861	CALM3	1002.57470247	891.799140078
s_59648	TTC9	710.066464979	805.109254693
s_5321	BEND7	436.043878188	392.871182703
s_10879	CDK2AP1	232.701720529	251.769560746
s_42742	PMF1	2020.37288198	1802.96516945
s_24211	GRPEL2	889.486015855	587.462308407
s_21204	FLNC	1015.62339708	1362.13787993
s_60994	USP9Y	2157.38417537	2606.22995849
s_17849	EIF4E1	156.584335309	225.947041695
s_18442	EPHA8	1571.28030918	1431.30534168
s_11516	CGREF	1197.21773039	1662.78578031
s_34552	MPV17L2	903.622101681	1140.80200235
s_16218	DMC1	614.376037846	664.92986556
s_43616	PPP1R3	325.12997401	467.572041386
s_60681	UNKL	617.638211498	674.152193793
s_36296	NCLN	811.1938482	630.8072511
s_62750	ZC3H4	358.839101751	522.90601078
s_32675	MAP4K1	452.354746449	334.770514838
s_25131	HES3	1140.67338708	801.4203234
s_18268	ENPP1	23.9226067834	36.8893129298
s_23939	GPSM1	689.406031848	538.583968775
s_25810	HOP	1056.94426334	1203.51383434
s_27796	IQGAP2	413.208662622	370.737594945
s_64985	ZXDA	863.388626636	1329.85973112
s_18206	ENAM	520.860393147	368.893129298
s_43003	POL	434.95648697	448.205152097
s_4313	ATP2A2	1035.19643899	371.659827768
s_35768	MYO7	922.107752377	934.221849948
s_39971	PABPC3	947.117750378	806.95372034
s_874	ACTR8	683.969075761	661.240934267
s_21154	FKBP5	1233.10164056	1306.80391054
s_39033	OR2AP1	402.334750448	628.04055263
s_3425	ARHGEF	1087.39121743	1068.86784214
s_53294	SPANXN4	1022.14774438	983.10018958
s_46798	REPIN1	303.382149662	377.193224707
s_35442	MUSK	832.941672548	614.207060282
s_5944	BTG	2302.00720729	2134.96898581
s_48842	S100A	1019.97296195	846.609731739
s_59207	TRPM	3378.52451254	3561.66316337
s_56896	TM6SF2	537.171261408	298.803434732
s_36498	NDUFB10	1161.33382021	377.193224707
s_23968	GPX1	1963.82853867	2275.14837495
s_52468	SMAD	578.492127671	551.495228301
s_51504	SLC26A2	297.945193575	293.270037792
s_43041	POLR1C	758.999069763	885.343510316
s_47737	RNF26	424.082574796	544.117365715
s_12467	CLTCL1	1205.91686013	1307.72614336
s_26030	HPS	1115.66338908	1004.31154451
s_47849	ROM1	1028.67209169	1067.0233765
s_64892	ZSCAN1	1015.62339708	1019.98950251
s_37491	NOP	4607.27658823	3545.98520538
s_16549	DNM1	1149.37251682	1377.81583793
s_28000	ITGA2B	1302.69467848	1411.93845239
s_42845	PNO1	162.021291396	117.123568552
s_21516	FOXP	2236.76373425	2181.08062698
s_44841	PSMG	283.809107748	60.8673663342
s_53574	SPINT1	3093.62801358	2536.14026393
s_63513	ZNF232	620.90038515	531.206106189
s_14420	CXCL5	901.447319246	1040.27862462
s_55014	SYNPR	2912.03368027	3551.51860232
s_30737	LDHD	1114.57599786	957.277670529
s_4130	ATF	940.593403074	1345.53768912
s_9189	CASP1	2013.84853467	1270.83683043
s_10553	CD96	1719.16551475	1450.67223097
s_24444	GTF3C4	285.983890183	53.4895037482
s_54564	STX16	4794.30787763	4620.38644446
s_13128	COQ3	624.162558803	330.159350722
s_26840	IGFALS	4220.16531483	4688.63167338
s_1490	AGFG1	2218.27808355	2411.63883279
s_10408	CD3D	3076.2297541	2357.22709622
s_4291	ATP1A4	599.152560802	827.242842451
s_7288	C1orf35	230.526938094	211.191316523
s_38672	OGFRL1	839.466019853	936.988548418
s_1715	AJAP	712.241247414	733.17509448
s_38148	NTNG1	1533.22161657	1316.94847159
s_32176	LYPD1	856.864279332	962.811067468
s_23377	GOLGA2	887.31123342	631.729483923
s_28862	KCNU1	1597.3776984	1891.49952048
s_64390	ZNF654	525.209958017	744.241888359
s_21257	FMNL1	718.765594719	685.218987671
s_51927	SLC41A2	675.269946022	978.489025464
s_43069	POLR2E	388.198664621	106.979007496
s_53884	SRP68	1349.45250083	809.72041881
s_44619	PSEN1	666.570816282	599.45133511
s_34325	MOB3C	1178.73207969	894.565838548
s_39351	OR5AS1	1175.46990604	1051.3454185
s_56150	TEX10	720.940377153	824.476143982
s_46192	RASGEF1B	554.569520887	801.4203234
s_63502	ZNF229	1624.56247883	2215.20324144
s_53395	SPATA8	661.133860195	1017.22280404
s_10288	CD200	925.36992603	901.943701134
s_44574	PRTN3	500.199960016	385.493320117
s_39323	OR52R1	421.907792361	402.093510935
s_49338	SCN3	623.075167585	318.17032402
s_55266	TAF4	1162.42121143	630.8072511
s_38000	NRXN	480.626918102	581.928911468
s_45862	RACGAP	252.274762443	91.3010495013
s_59761	TUB	2087.79113746	2122.97995911
s_63620	ZNF282	789.446023851	806.95372034
s_50820	SIRT7	328.392147663	252.691793569
s_25256	HHIPL2	586.103866193	664.007632737
s_44543	PRSS5	809.019065765	1060.56774673
s_41609	PHF10	3679.73187977	3946.23425067
s_32749	MAPK6	930.806882117	1013.53387275
s_27927	ISG15	1080.86687012	891.799140078
s_22507	GDAP2	1353.8020657	1288.35925407
s_5714	BRD	1529.95944292	889.954674432
s_14724	CYP2D6	521.947784365	532.128339013
s_31015	LIF	2320.49285799	2378.43845115
s_50029	SERPIND	1191.7807743	1204.43606716
s_42133	PKD1	499.112568799	521.983777957
s_60454	UGGT2	407.771706535	403.937976582
s_31775	LRRC55	675.269946022	802.342556224
s_4222	ATMIN	1021.06035316	833.698472214
s_29751	KLHL22	486.063874189	261.914121802
s_23128	GLYCT	656.784295325	592.995705347
s_40435	PBOV1	645.910383151	779.286735643
s_41668	PHF	1548.44509361	1275.44799455
s_64289	ZNF609	413.208662622	540.428434422
s_53837	SRF	546.957782365	194.591125705
s_46792	REN	319.693017923	171.535305124
s_40372	PATL	421.907792361	258.225190509
s_33087	MC2	508.899089755	643.718510625
s_32564	MAOA	1305.95685213	1305.88167772
s_59166	TRPC1	641.560818281	851.220895856
s_3184	ARCN1	897.097754377	416.849236107
s_58673	TRAF4	1002.57470247	748.853052475
s_17031	DUSP11	368.625622707	322.781488136
s_24706	HAPLN2	296.857802357	333.848282015
s_11361	CER1	787.271241416	720.263834955
s_38319	NUDT9	405.5969241	498.927957376
s_20010	FAM53	1656.09682414	1768.84255499
s_48331	RPS6	415.383445057	159.546278421
s_10581	CDC14B	354.489536881	450.049617744
s_44987	PTGER4	790.533415069	759.919846354
s_50735	SIK2	657.871686543	1086.39026578
s_16315	DNAH12	736.163854197	1048.57872003
s_9854	CCDC86	414.296053839	318.17032402
s_42552	PLEKHN1	1556.05683214	1180.45801375
s_34610	MRGPR	1672.4076924	1370.43797534
s_23809	GPR25	1198.3051216	811.564884456
s_13660	CRISPLD2	1364.67597787	1240.40314727
s_48998	SAMHD1	954.7294889	1614.8296735
s_16026	DIS3L	1066.73078429	1644.34112385
s_44857	PSPC1	403.422141665	346.75954154
s_10616	CDC34	913.408622638	944.366411003
s_42944	POFUT2	4231.039227	4300.37165479
s_5512	BMP	2529.27197173	3067.34637011
s_15342	DDR	3193.66800558	3027.69035872
s_64753	ZNF83	749.212548807	848.454197386
